Drug_Name,OMOP CUI,RxNorm CUI
Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,40171658,898362
Benazepril hydrochloride 10 MG Oral Tablet,40171661,898687
Benazepril hydrochloride 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,40171665,898367
Benazepril hydrochloride 20 MG / Hydrochlorothiazide 25 MG Oral Tablet,40171668,898372
Benazepril hydrochloride 20 MG Oral Tablet,40171671,898690
Benazepril hydrochloride 40 MG Oral Tablet,40171675,898719
Benazepril hydrochloride 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,40171679,898378
Benazepril hydrochloride 5 MG Oral Tablet,40171682,898723
candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,974702,578325
candesartan cilexetil 16 MG Oral Tablet,1351583,577776
candesartan cilexetil 2 MG Oral Tablet,19124335,639536
candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,19121339,578330
candesartan cilexetil 32 MG / Hydrochlorothiazide 25 MG Oral Tablet,19131518,802749
candesartan cilexetil 32 MG Oral Tablet,1351587,639537
candesartan cilexetil 4 MG Oral Tablet,1351558,153822
candesartan cilexetil 8 MG Oral Tablet,1351559,153823
Captopril 100 MG Oral Tablet,19074671,308962
Captopril 12.5 MG / Hydrochlorothiazide 25 MG Oral Tablet,19106539,428813
Captopril 12.5 MG Oral Tablet,19074672,308963
Captopril 2 MG Oral Tablet,19106537,428811
Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,19003828,104370
Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet,974169,197436
Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet,974170,197437
Captopril 25 MG / Hydrochlorothiazide 50 MG Oral Tablet,19106538,428812
Captopril 25 MG Oral Tablet,1340161,317173
Captopril 5 MG Oral Tablet,19106536,428810
Captopril 5 MG/ML Oral Solution,19022519,199931
Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet,974171,197438
Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet,974192,197439
Captopril 50 MG Oral Tablet,19074673,308964
Captopril 6.25 MG Oral Tablet,1340153,247516
Captopril 75 MG Oral Tablet,19106535,428809
Diltiazem 180 MG / Enalapril 5 MG Oral Capsule,19103511,410743
Diltiazem Hydrochloride 180 MG / Enalapril Maleate 5 MG Extended Release Oral Tablet,1328713,833237
Enalapril 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,19096771,349449
Enalapril 20 MG / Hydrochlorothiazide 6 MG Oral Tablet,19106534,428808
Enalapril Maleate 1 MG/ML Oral Solution,43560163,1435624
Enalapril Maleate 1.25 MG/ML Injectable Solution,40165752,858821
Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,40165757,858828
Enalapril Maleate 10 MG Oral Tablet,40165762,858817
Enalapril Maleate 2.5 MG Oral Tablet,40165767,858804
Enalapril Maleate 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,40165771,858921
Enalapril Maleate 20 MG Chewable Tablet,40165772,858926
Enalapril Maleate 20 MG Oral Tablet,40165773,858810
Enalapril Maleate 5 MG / Felodipine 2.5 MG Extended Release Oral Tablet,40165778,858618
Enalapril Maleate 5 MG / Felodipine 5 MG Extended Release Oral Tablet,40165781,858621
Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,40165785,858824
Enalapril Maleate 5 MG Oral Tablet,40165789,858813
eprosartan 300 MG Oral Tablet,1346713,389185
eprosartan 400 MG Oral Tablet,19076923,310139
eprosartan 600 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,974642,351292
eprosartan 600 MG / Hydrochlorothiazide 25 MG Oral Tablet,974643,351293
eprosartan 600 MG Oral Tablet,19076924,310140
Felodipine 2.5 MG / Ramipril 2.5 MG Oral Tablet,19101748,389180
Felodipine 5 MG / Ramipril 5 MG Oral Tablet,1353820,389181
Fosinopril Sodium 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,40163750,857166
Fosinopril Sodium 10 MG Oral Tablet,40163753,857169
Fosinopril Sodium 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,40163757,857174
Fosinopril Sodium 20 MG Oral Tablet,40163760,857183
Fosinopril Sodium 40 MG Oral Tablet,40163764,857187
Fosinopril Sodium 5 MG Oral Tablet,40163768,857195
Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet,19078080,310792
Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet,19078101,310793
Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet,974199,197885
Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet,974200,197886
Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet,40184184,979464
Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet,40184187,979468
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG Oral Tablet,42800842,1299859
Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 7.5 MG Oral Tablet,42800845,1299871
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet,19102491,403853
Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet,19102492,403854
Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet,19078104,310796
Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet,19078105,310797
Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet,19107180,430636
Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet,974473,283316
Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet,974474,283317
Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet,19023454,200285
Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet,19124246,636042
Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet,19023453,200284
Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet,974677,485471
Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet,974201,197887
Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet,40184217,979471
Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG Oral Tablet,42800850,1299890
Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet,19102493,403855
Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,19078137,310809
Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet,974447,252371
Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet,19112606,477130
Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet,974620,349353
Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,19124247,636045
Indapamide 0.625 MG / Perindopril 2 MG Oral Tablet,978575,429647
Indapamide 1.25 MG / Perindopril Erbumine 4 MG Oral Tablet,40163142,854993
irbesartan 150 MG Oral Tablet,19022948,200095
irbesartan 300 MG Oral Tablet,19022949,200096
irbesartan 75 MG Oral Tablet,19022947,200094
Lisinopril 10 MG Oral Tablet,19080128,314076
Lisinopril 2.5 MG Oral Tablet,1308250,311353
Lisinopril 20 MG Oral Tablet,19080129,314077
Lisinopril 30 MG Oral Tablet,19029027,205326
Lisinopril 40 MG Oral Tablet,1308221,197884
Lisinopril 5 MG Oral Tablet,1308251,311354
Losartan 12.5 MG Oral Tablet,1367533,252576
Losartan Potassium 100 MG Oral Tablet,40185276,979480
Losartan Potassium 25 MG Oral Tablet,40185280,979485
Losartan Potassium 50 MG Oral Tablet,40185304,979492
Moexipril hydrochloride 15 MG Oral Tablet,42801011,1299896
Moexipril hydrochloride 7.5 MG Oral Tablet,42801015,1299897
Olmesartan medoxomil 10 MG Oral Tablet,19102171,401971
Olmesartan medoxomil 20 MG Oral Tablet,19096740,349401
Olmesartan medoxomil 40 MG Oral Tablet,19096752,349405
Olmesartan medoxomil 5 MG Oral Tablet,1312743,349373
Perindopril Erbumine 2 MG Oral Tablet,40163267,854984
Perindopril Erbumine 4 MG Oral Tablet,40163271,854988
Perindopril Erbumine 8 MG Oral Tablet,40163275,854925
piretanide 6 MG / Ramipril 5 MG Oral Tablet,19106830,429765
quinapril 1 MG Oral Tablet,19125669,700490
quinapril 1 MG/ML Injectable Solution,19104348,413771
quinapril 10 MG Oral Tablet,1331240,312748
quinapril 20 MG Oral Tablet,1331241,312749
quinapril 40 MG Oral Tablet,19080218,314203
quinapril 5 MG Oral Tablet,19079436,312750
Ramipril 1.25 MG Oral Capsule,1334535,845488
Ramipril 1.25 MG Oral Tablet,19102169,401965
Ramipril 10 MG Oral Capsule,1334494,261962
Ramipril 10 MG Oral Tablet,19102170,401968
Ramipril 2.5 MG Oral Capsule,1334459,198188
Ramipril 2.5 MG Oral Tablet,1334461,251856
Ramipril 5 MG Oral Capsule,1334460,198189
Ramipril 5 MG Oral Tablet,1334492,251857
sacubitril 24 MG / valsartan 26 MG Oral Tablet,46275725,1656340
sacubitril 49 MG / valsartan 51 MG Oral Tablet,46275732,1656349
sacubitril 97 MG / valsartan 103 MG Oral Tablet,46275809,1656354
telmisartan 20 MG Oral Tablet,1317675,282755
telmisartan 40 MG Oral Tablet,19028935,205304
telmisartan 80 MG Oral Tablet,19028936,205305
trandolapril 0.5 MG Oral Capsule,1342474,199622
trandolapril 1 MG / Verapamil 180 MG Extended Release Oral Tablet,19107373,431825
trandolapril 1 MG / Verapamil hydrochloride 240 MG Extended Release Oral Tablet,40172813,897778
trandolapril 1 MG Extended Release Oral Tablet,19134740,844933
trandolapril 1 MG Oral Capsule,1342475,199816
trandolapril 1 MG Oral Tablet,1342473,199353
trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Oral Capsule,40172816,901451
trandolapril 2 MG / Verapamil hydrochloride 180 MG Extended Release Oral Tablet,40172817,897786
trandolapril 2 MG / Verapamil hydrochloride 240 MG Extended Release Oral Tablet,40172820,897847
trandolapril 2 MG Oral Capsule,1342476,199817
trandolapril 2 MG Oral Tablet,1342441,199351
trandolapril 4 MG / Verapamil hydrochloride 240 MG Extended Release Oral Tablet,40172823,897856
trandolapril 4 MG Oral Capsule,1342507,411434
trandolapril 4 MG Oral Tablet,1342472,199352
valsartan 160 MG Oral Capsule,1308847,199919
valsartan 160 MG Oral Tablet,19096678,349201
valsartan 320 MG Oral Tablet,19096677,349200
valsartan 40 MG Oral Capsule,19016855,153077
valsartan 40 MG Oral Tablet,1308874,349483
valsartan 80 MG Oral Capsule,19022379,199850
valsartan 80 MG Oral Tablet,1308851,349199
