Drug_Name,OMOP CUI,RxNorm CUI
Chlorpheniramine Maleate 2 MG / Ibuprofen 200 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet,42800591,1297390
Chlorpheniramine Maleate 4 MG / Ibuprofen 200 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet,42898682,1310503
Diclofenac 18 MG Oral Capsule,44507529,1442116
Diclofenac 35 MG Oral Capsule,44507533,1442128
Diclofenac Potassium 1.67 MG/ML Oral Solution,40163826,859063
Diclofenac Potassium 25 MG Oral Capsule,40163829,858342
Diclofenac Potassium 25 MG Oral Tablet,40162305,857702
Diclofenac Potassium 50 MG Oral Tablet,40162307,855942
Diclofenac Sodium 0.01 MG/MG Topical Gel,40162311,855633
Diclofenac Sodium 0.03 MG/MG Topical Gel,40162315,855642
Diclofenac Sodium 100 MG Oral Capsule,42707518,1234493
Diclofenac Sodium 100 MG Rectal Suppository,40162328,857696
Diclofenac Sodium 12.5 MG Rectal Suppository,40162331,857698
Diclofenac Sodium 25 MG Delayed Release Oral Tablet,40162335,855664
Diclofenac Sodium 25 MG Rectal Suppository,40162337,857703
Diclofenac Sodium 37.5 MG/ML Injectable Solution,45892882,1599787
Diclofenac Sodium 50 MG / Misoprostol 0.2 MG Oral Tablet,40162344,857706
Diclofenac Sodium 50 MG Delayed Release Oral Tablet,40162346,855906
Diclofenac Sodium 50 MG Rectal Suppository,40162351,857709
Diclofenac Sodium 75 MG / Misoprostol 0.2 MG Oral Tablet,42902224,1359105
Diclofenac Sodium 75 MG Delayed Release Oral Tablet,40162359,855926
Diphenhydramine Citrate 38 MG / Ibuprofen 200 MG Oral Tablet,40169179,895664
Diphenhydramine Hydrochloride 25 MG / Ibuprofen 200 MG Oral Capsule,40173380,901814
Diphenhydramine Hydrochloride 25 MG / Naproxen sodium 220 MG Oral Tablet,45776988,1550957
Esomeprazole 20 MG / Naproxen 375 MG Delayed Release Oral Tablet,40222575,994005
Esomeprazole 20 MG / Naproxen 500 MG Delayed Release Oral Tablet,40222578,994008
Etodolac 200 MG Oral Capsule,1195496,197684
Etodolac 300 MG Oral Capsule,1195497,197685
Etodolac 400 MG Oral Tablet,1195498,197686
Etodolac 500 MG Oral Tablet,19021712,199390
Famotidine 26.6 MG / Ibuprofen 800 MG Oral Tablet,40239181,1100066
fenbufen 450 MG Oral Tablet,19022250,199740
Fenoprofen 200 MG Oral Capsule,1153929,197694
Fenoprofen 400 MG Oral Capsule,40165703,858116
Fenoprofen 600 MG Oral Tablet,19077246,310291
Flurbiprofen 100 MG Oral Tablet,1156380,197724
Flurbiprofen 200 MG Extended Release Oral Capsule,1156412,199749
Flurbiprofen 50 MG Oral Tablet,1156381,197725
Hydrocodone Bitartrate 10 MG / Ibuprofen 200 MG Oral Tablet,40164692,859315
Hydrocodone Bitartrate 2.5 MG / Ibuprofen 200 MG Oral Tablet,40164704,858770
Hydrocodone Bitartrate 5 MG / Ibuprofen 200 MG Oral Tablet,40164707,858778
Hydrocodone Bitartrate 7.5 MG / Ibuprofen 200 MG Oral Tablet,40164715,858798
Ibuprofen 100 MG Chewable Tablet,19078439,310963
Ibuprofen 100 MG Oral Tablet,19019979,198405
Ibuprofen 100 MG/ML Injectable Solution,40161247,854183
Ibuprofen 20 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Suspension,42899146,1310487
Ibuprofen 20 MG/ML Oral Suspension,19019050,197803
Ibuprofen 200 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet,43013686,1369775
Ibuprofen 200 MG / Pseudoephedrine Hydrochloride 30 MG Oral Capsule,42800824,1299018
Ibuprofen 200 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet,42800827,1299021
Ibuprofen 200 MG Oral Capsule,19078440,310964
Ibuprofen 200 MG Oral Tablet,19078461,310965
Ibuprofen 40 MG/ML Oral Suspension,19027494,204442
Ibuprofen 400 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,40232568,1049589
Ibuprofen 400 MG Oral Tablet,19019072,197805
Ibuprofen 600 MG Oral Tablet,19019073,197806
Ibuprofen 800 MG Oral Tablet,19019074,197807
Indomethacin 1 MG/ML Injectable Solution,19096060,346508
Indomethacin 100 MG Rectal Suppository,1178668,199549
Indomethacin 20 MG Oral Capsule,44814309,1490727
Indomethacin 25 MG Oral Capsule,1178665,197817
Indomethacin 40 MG Oral Capsule,44814313,1491529
Indomethacin 5 MG/ML Oral Suspension,19078521,310991
Indomethacin 50 MG Oral Capsule,1178666,197818
Indomethacin 50 MG Rectal Suppository,1178667,197819
Indomethacin 75 MG Extended Release Oral Capsule,19078522,310992
Ketoprofen 100 MG Oral Capsule,1185930,199321
Ketoprofen 100 MG Oral Tablet,1185992,249482
Ketoprofen 100 MG Rectal Suppository,1185931,199553
Ketoprofen 150 MG Extended Release Oral Tablet,19107371,431823
Ketoprofen 25 MG Oral Tablet,19106645,429192
Ketoprofen 50 MG Oral Capsule,1185927,197855
Ketoprofen 50 MG Rectal Suppository,19060888,247630
Ketoprofen 75 MG Oral Capsule,1185928,197856
Ketorolac Tromethamine 10 MG Oral Tablet,19133853,834022
Ketorolac Tromethamine 30 MG/ML Injectable Solution,40164851,860096
Meclofenamate 100 MG Oral Capsule,1180186,618552
Meclofenamate 50 MG Oral Capsule,1180188,618557
meloxicam 1.5 MG/ML Oral Suspension,19122173,597406
meloxicam 15 MG Oral Tablet,1150347,152695
meloxicam 7.5 MG Oral Tablet,1150351,311486
nabumetone 500 MG Oral Tablet,1113672,311892
nabumetone 750 MG Oral Tablet,1113673,311893
Naproxen 125 MG Oral Tablet,19059785,245420
Naproxen 25 MG/ML Oral Suspension,1115066,311913
Naproxen 250 MG Oral Tablet,19019272,198013
Naproxen 375 MG Delayed Release Oral Tablet,19122492,603103
Naproxen 375 MG Oral Tablet,19019271,198012
Naproxen 500 MG Delayed Release Oral Tablet,1115067,311915
Naproxen 500 MG Oral Tablet,19019273,198014
Naproxen 500 MG Rectal Suppository,19021884,199490
Naproxen sodium 220 MG Oral Capsule,40240187,1112231
Naproxen sodium 220 MG Oral Tablet,1115171,849574
Naproxen sodium 275 MG Oral Tablet,1115126,849398
Naproxen sodium 500 MG / Sumatriptan 85 MG Oral Tablet,19135569,849450
Naproxen sodium 550 MG Oral Tablet,1115129,849431
Naproxen sodium 60 MG / Sumatriptan 10 MG Oral Tablet,46234130,1653765
oxaprozin 600 MG Oral Tablet,1118047,312132
Piroxicam 10 MG Oral Capsule,19019665,198107
Piroxicam 10 MG Oral Tablet,1146847,199559
Piroxicam 10 MG Rectal Suppository,19060704,247066
Piroxicam 20 MG Oral Capsule,19019666,198108
Piroxicam 20 MG Oral Tablet,19022024,199560
Piroxicam 20 MG Rectal Suppository,19008156,105942
Sulindac 100 MG Oral Tablet,1236611,199279
Sulindac 150 MG Oral Tablet,1236609,198238
Sulindac 200 MG Oral Tablet,1236610,198239
tenoxicam 10 MG Oral Tablet,19021918,199516
tenoxicam 20 MG Oral Tablet,19008188,105954
tenoxicam 20 MG Rectal Suppository,19062230,250197
Tolmetin 200 MG Oral Tablet,1102919,198295
Tolmetin 400 MG Oral Capsule,1102920,198296
Tolmetin 600 MG Oral Tablet,1102921,198297
valdecoxib 10 MG Oral Tablet,1103375,349319
valdecoxib 20 MG Oral Tablet,1103376,349321
