Drug_Name,OMOP CUI,RxNorm CUI
Chlorpromazine hydrochloride 30 MG/ML Oral Solution,40179694,991332
Chlorpromazine hydrochloride 30 MG/ML Oral Solution [Thorazine],40179695,991334
Chlorpromazine hydrochloride 300 MG,40179697,991360
Chlorpromazine hydrochloride 300 MG Extended Release Oral Capsule,40179698,991361
Chlorpromazine hydrochloride 5 MG/ML,40179699,991365
Chlorpromazine hydrochloride 5 MG/ML [Dozine],40227902,1036901
Chlorpromazine hydrochloride 5 MG/ML Oral Solution,40179700,991366
Chlorpromazine hydrochloride 5 MG/ML Oral Solution [Dozine],19128545,755107
Chlorpromazine hydrochloride 50 MG,40179701,991335
Chlorpromazine hydrochloride 50 MG [Thorazine],40179705,991337
Chlorpromazine hydrochloride 50 MG Delayed Release Oral Tablet,40179702,991367
Chlorpromazine hydrochloride 50 MG Oral Tablet,40179703,991336
Chlorpromazine hydrochloride 50 MG Oral Tablet [Thorazine],40179704,991338
Chlorpromazine hydrochloride 75 MG,40179706,991339
Chlorpromazine hydrochloride 75 MG [Thorazine],40179709,991341
Chlorpromazine hydrochloride 75 MG Extended Release Oral Capsule,40179707,991340
Chlorpromazine hydrochloride 75 MG Extended Release Oral Capsule [Thorazine],40179708,991343
Chlorpromazine Injectable Solution,40030421,371461
Chlorpromazine Injectable Solution [Largactil],40030422,363059
Chlorpromazine Injectable Solution [Ormazine],40030423,362986
Chlorpromazine Injectable Solution [Thorazine],40030424,362985
Chlorpromazine Oral Solution,40030425,371460
Chlorpromazine Oral Solution [Dozine],40146209,756623
Chlorpromazine Oral Solution [Thorazine],40030426,364465
Chlorpromazine Oral Suspension,40030427,374968
Chlorpromazine Oral Tablet,40030428,371463
Chlorpromazine Oral Tablet [Thorazine],40030429,368715
Chlorpromazine Rectal Suppository,40030430,371464
Chlorpromazine Rectal Suppository [Largactil],40030431,386222
Chlorpromazine Rectal Suppository [Thorazine],40030432,367581
Codeine Phosphate 2 MG/ML / guaiacolsulfonic acid 8.8 MG/ML / Phenylephrine 1 MG/ML / Promethazine Hydrochloride 1 MG/ML Oral Solution,40176251,993074
Codeine Phosphate 2 MG/ML / guaiacolsulfonic acid 8.8 MG/ML / Promethazine Hydrochloride 1 MG/ML Oral Solution,40176252,993075
Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution,40176317,991519
Codeine Phosphate 2 MG/ML / Phenylephrine 1 MG/ML / Promethazine Hydrochloride 1 MG/ML Oral Solution,40176320,993066
Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution,40221776,996757
Codeine Phosphate 2 MG/ML / Phenylpropanolamine 1 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution,40176328,993067
Codeine Phosphate 2 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution,40176329,991486
Dextromethorphan 1.5 MG/ML / guaiacolsulfonic acid 8.8 MG/ML / Promethazine Hydrochloride 1 MG/ML Oral Solution,40176552,992912
Dextromethorphan 1.5 MG/ML / Promethazine 1 MG/ML Oral Solution,1153249,755873
Dextromethorphan 3 MG/ML / Promethazine 1.5 MG/ML Oral Solution,19130295,797070
Dextromethorphan 3 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution,40176686,991528
Fluoxetine 25 MG / olanzapine 12 MG Oral Capsule,19102553,403970
Fluoxetine 25 MG / olanzapine 3 MG Oral Capsule,755855,721787
Fluoxetine 25 MG / olanzapine 6 MG Oral Capsule,19102552,403969
Fluoxetine 50 MG / olanzapine 12 MG Oral Capsule,19102554,403971
Fluoxetine 50 MG / olanzapine 6 MG Oral Capsule,19102555,403972
Fluoxetine 50 MG / olanzapine 60 MG Oral Capsule,19112720,484801
Fluphenazine 0.25 MG Oral Tablet,19062468,250300
Fluphenazine 0.5 MG Oral Tablet,19062469,250301
Fluphenazine 10 MG/ML Injectable Solution,756086,245377
Fluphenazine 100 MG Oral Tablet,19107085,430394
Fluphenazine 2 MG Oral Tablet,756089,247589
Fluphenazine 2.5 MG/ML Oral Solution,19105838,422767
Fluphenazine 20 MG/ML Injectable Solution,19021718,199404
Fluphenazine 25 MG Oral Tablet,19107087,430396
Fluphenazine 25 MG/ML Prefilled Syringe,42902439,1359552
Fluphenazine 3 MG Extended Release Oral Tablet,19108154,434430
Fluphenazine 4 MG Oral Tablet,19107086,430395
Fluphenazine 5 MG/ML Injectable Solution,19104208,413149
Fluphenazine 6 MG Extended Release Oral Tablet,19108153,434429
fluphenazine decanoate 100 MG/ML Injectable Solution,40166598,865148
fluphenazine decanoate 25 MG/ML Injectable Solution,40165599,859824
fluphenazine decanoate 25 MG/ML Prefilled Syringe,42902511,1359624
Fluphenazine enanthate 25 MG/ML Injectable Solution,40166664,865133
Fluphenazine Hydrochloride 0.5 MG / Nortriptyline 10 MG Oral Tablet,40166638,865143
Fluphenazine Hydrochloride 0.5 MG/ML Oral Solution,40165801,859835
Fluphenazine Hydrochloride 1 MG Extended Release Oral Tablet,40166640,865144
Fluphenazine Hydrochloride 1 MG Oral Tablet,40166641,865117
Fluphenazine Hydrochloride 1.5 MG / Nortriptyline 30 MG Oral Tablet,40166645,865146
Fluphenazine Hydrochloride 10 MG Oral Tablet,40165805,859841
Fluphenazine Hydrochloride 2.5 MG Delayed Release Oral Tablet,40166649,865149
Fluphenazine Hydrochloride 2.5 MG Oral Tablet,40166650,865123
Fluphenazine Hydrochloride 2.5 MG/ML Injectable Solution,40166656,865129
Fluphenazine Hydrochloride 5 MG Oral Tablet,40165809,860918
Fluphenazine Hydrochloride 5 MG/ML Oral Solution,40165813,861848
guaiacolsulfonate 8 MG/ML / Promethazine 1 MG/ML Oral Solution,1153242,725866
guaiacolsulfonic acid 8.8 MG/ML / Phenylephrine 1 MG/ML / Promethazine Hydrochloride 1 MG/ML Oral Solution,40182070,992910
Haloperidol 0.2 MG/ML Oral Solution,19010631,108873
Haloperidol 0.3 MG/ML Oral Solution,19010171,108375
Haloperidol 0.4 MG/ML Oral Solution,19010610,108872
Haloperidol 0.5 MG Oral Capsule,19061912,249960
Haloperidol 0.5 MG Oral Tablet,19077928,310670
Haloperidol 1 MG Oral Tablet,19077929,310671
Haloperidol 1 MG/ML Oral Solution,19077941,310673
Haloperidol 1.5 MG Oral Tablet,766562,199319
Haloperidol 10 MG Oral Tablet,19080061,314035
Haloperidol 10 MG/ML Injectable Solution,766563,199953
Haloperidol 10 MG/ML Oral Solution,19064324,251105
Haloperidol 100 MG/ML Injectable Solution,19027426,204415
Haloperidol 12 MG Oral Tablet,19107103,430459
Haloperidol 150 MG/ML Injectable Solution,19104483,415307
Haloperidol 2 MG Oral Tablet,19080040,314034
Haloperidol 2 MG/ML Oral Solution,766530,141935
Haloperidol 20 MG Oral Tablet,766531,197754
Haloperidol 20 MG/ML Oral Solution,19106125,427185
Haloperidol 4 MG Oral Tablet,19107102,430458
Haloperidol 5 MG Oral Tablet,19077930,310672
Haloperidol 5 MG/ML Injectable Solution,19027427,204416
Haloperidol 50 MG/ML Injectable Solution,19027425,204414
haloperidol decanoate 100 MG/ML Injectable Solution,40165561,859871
haloperidol decanoate 50 MG/ML Injectable Solution,40165565,859867
iloperidone 1 MG Oral Tablet,19048279,848722
iloperidone 10 MG Oral Tablet,19048302,848728
iloperidone 12 MG Oral Tablet,19048305,848732
iloperidone 2 MG Oral Tablet,19048308,848736
iloperidone 4 MG Oral Tablet,19135464,848740
iloperidone 6 MG Oral Tablet,19048334,848744
iloperidone 8 MG Oral Tablet,19048337,848748
Isopropamide 1 MG/ML / Trifluoperazine 2 MG/ML Oral Solution,705077,756315
Isopropamide 10 MG / Trifluoperazine 2 MG Oral Tablet,705021,245943
Isopropamide 5 MG / Trifluoperazine 1 MG Oral Tablet,19059965,245940
Isopropamide 5 MG / Trifluoperazine 2 MG Oral Tablet,705019,245941
Isopropamide 7.5 MG / Trifluoperazine 2 MG Oral Tablet,705020,245942
laureth-9 0.03 MG/MG / prednisolone 0.004 MG/MG / Promethazine 0.02 MG/MG Topical Ointment,19105248,418925
Loxapine 10 MG Oral Capsule,19080130,314078
Loxapine 10 MG Oral Tablet,792264,199764
Loxapine 10 MG/ACTUAT Dry Powder Inhaler,43012816,1367522
Loxapine 100 MG Oral Tablet,19107100,430456
Loxapine 2.5 MG Oral Tablet,19107101,430457
Loxapine 25 MG Oral Capsule,792295,311385
Loxapine 25 MG Oral Tablet,792292,248746
Loxapine 25 MG/ML Oral Solution,792299,317119
Loxapine 5 MG Oral Capsule,792296,311386
Loxapine 5 MG Oral Tablet,792271,248745
Loxapine 50 MG Oral Capsule,19080127,314075
Loxapine 50 MG Oral Tablet,792293,248747
Loxapine 50 MG/ML Injectable Solution,792294,311384
Lurasidone Hydrochloride 120 MG Oral Tablet,42800967,1297278
Lurasidone Hydrochloride 20 MG Oral Tablet,42707649,1235247
Lurasidone Hydrochloride 40 MG Oral Tablet,40231370,1040031
Lurasidone Hydrochloride 60 MG Oral Tablet,43532949,1431235
Lurasidone Hydrochloride 80 MG Oral Tablet,40231374,1040041
Meperidine Hydrochloride 50 MG / Promethazine Hydrochloride 25 MG Oral Capsule,40165010,861578
Mesoridazine 10 MG Oral Tablet,703091,311552
Mesoridazine 10 MG/ML Injectable Solution,19101723,389080
Mesoridazine 100 MG Oral Tablet,703090,311551
Mesoridazine 25 MG Oral Tablet,703122,311553
Mesoridazine 25 MG/ML Injectable Solution,703125,315144
Mesoridazine 25 MG/ML Oral Solution,703123,311554
Mesoridazine 50 MG Oral Tablet,703124,311555
Nortriptyline 10 MG / Perphenazine 2 MG Oral Tablet,19063410,250682
Nortriptyline 20 MG / Perphenazine 2 MG Oral Tablet,19063109,250565
Nortriptyline 40 MG / Perphenazine 2 MG Oral Tablet,733063,249835
Noscapine 1 MG/ML / Polysorbates 0.2 MG/ML / Promethazine 0.5 MG/ML Oral Solution,19129033,756136
olanzapine 10 MG Disintegrating Oral Tablet,19079152,312076
olanzapine 10 MG Oral Tablet,785821,314154
olanzapine 15 MG Disintegrating Oral Tablet,19098136,351107
olanzapine 15 MG Oral Tablet,19079153,312077
olanzapine 150 MG/ML Injectable Suspension,40168986,885865
olanzapine 2.5 MG Oral Tablet,19022782,200034
olanzapine 20 MG Disintegrating Oral Tablet,19098137,351108
olanzapine 20 MG Oral Tablet,785815,283639
olanzapine 5 MG Disintegrating Oral Tablet,785842,314155
olanzapine 5 MG Oral Tablet,19079154,312078
olanzapine 5 MG/ML Injectable Solution,785874,485968
olanzapine 7.5 MG Oral Tablet,19079155,312079
oxeladin 2 MG/ML / Promethazine 1.13 MG/ML Oral Solution,19128972,756063
paliperidone 1.5 MG Extended Release Oral Tablet,40165673,859996
paliperidone 3 MG Extended Release Oral Tablet,19134800,844993
paliperidone 6 MG Extended Release Oral Tablet,19134801,844994
paliperidone 9 MG Extended Release Oral Tablet,19134802,844995
paliperidone palmitate 156 MG/ML Prefilled Syringe,42902370,1359483
paliperidone palmitate 312 MG/ML Prefilled Syringe,46233817,1650969
Perphenazine 0.4 MG/ML Oral Solution,19010632,108874
Perphenazine 0.8 MG/ML Oral Solution,19010633,108875
Perphenazine 10 MG Oral Tablet,733062,246228
Perphenazine 100 MG/ML Injectable Solution,19062006,250059
Perphenazine 16 MG Oral Tablet,19019528,198075
Perphenazine 2 MG Extended Release Oral Tablet,733093,315169
Perphenazine 2 MG Oral Tablet,19019529,198076
Perphenazine 3.2 MG/ML Oral Solution,733069,312323
Perphenazine 4 MG Extended Release Oral Tablet,733070,312324
Perphenazine 4 MG Oral Tablet,19019530,198077
Perphenazine 5 MG/ML Injectable Solution,19057273,238104
Perphenazine 8 MG Extended Release Oral Tablet,733071,312325
Perphenazine 8 MG Oral Tablet,19019581,198078
Phenylephrine Hydrochloride 1 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution,42708733,1248057
pholcodine 0.3 MG/ML / Promethazine 0.3 MG/ML Oral Solution,19128977,756068
pholcodine 1 MG/ML / Promethazine 0.72 MG/ML / Pseudoephedrine 4 MG/ML Oral Solution,19128981,756072
Promethazine 0.005 MG/MG Topical Gel,19104762,416505
Promethazine 10 MG/ML Oral Suspension,19105848,422783
Promethazine 100 MG Oral Tablet,19107277,430925
Promethazine 2 MG/ML Oral Solution,19129047,756160
Promethazine 20 MG/ML Topical Cream,1153088,247517
Promethazine 28 MG Oral Tablet,19107276,430924
Promethazine Hydrochloride 0.5 MG/ML Injectable Solution,42902066,1358387
Promethazine Hydrochloride 0.625 MG/ML Prefilled Syringe,45774666,1538133
Promethazine Hydrochloride 1 MG/ML Injectable Solution,40241800,1119420
Promethazine Hydrochloride 1 MG/ML Oral Solution,40180029,992898
Promethazine Hydrochloride 1.25 MG/ML Oral Solution,40180031,992432
Promethazine Hydrochloride 10 MG Oral Tablet,40180037,992900
Promethazine Hydrochloride 12.5 MG Oral Tablet,40180039,992438
Promethazine Hydrochloride 12.5 MG Rectal Suppository,40180041,992441
Promethazine Hydrochloride 2.5 MG/ML Oral Solution,40180062,992902
Promethazine Hydrochloride 20 MG Oral Tablet,40180064,992904
Promethazine Hydrochloride 25 MG Oral Tablet,40180065,992447
Promethazine Hydrochloride 25 MG Rectal Suppository,40180068,992454
Promethazine Hydrochloride 25 MG/ML Injectable Solution,40180076,992460
Promethazine Hydrochloride 5 MG/ML Oral Solution,40180084,992471
Promethazine Hydrochloride 50 MG Oral Tablet,40180088,992475
Promethazine Hydrochloride 50 MG Rectal Suppository,40180090,992478
Promethazine Hydrochloride 50 MG/ML Injectable Solution,40180096,992858
Promethazine Hydrochloride 6.25 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet,43526923,1424388
quetiapine 100 MG Oral Tablet,766819,312743
quetiapine 150 MG Extended Release Oral Tablet,766931,828287
quetiapine 150 MG Oral Tablet,19101761,389201
quetiapine 200 MG Extended Release Oral Tablet,19134838,845030
quetiapine 200 MG Oral Tablet,766842,317174
quetiapine 25 MG Oral Tablet,766820,312744
quetiapine 300 MG Extended Release Oral Tablet,19134840,845032
quetiapine 300 MG Oral Tablet,766821,312745
quetiapine 400 MG Extended Release Oral Tablet,19134842,845034
quetiapine 400 MG Oral Tablet,766850,616483
quetiapine 50 MG Extended Release Oral Tablet,19133729,832652
quetiapine 50 MG Oral Tablet,766923,616487
Risperidone 0.25 MG Disintegrating Oral Tablet,19124506,645037
Risperidone 0.25 MG Oral Tablet,736020,312828
Risperidone 0.5 MG Disintegrating Oral Tablet,19102476,403825
Risperidone 0.5 MG Oral Tablet,736021,312829
Risperidone 1 MG Disintegrating Oral Tablet,19102162,401953
Risperidone 1 MG Oral Tablet,19079462,312830
Risperidone 1 MG/ML Oral Solution,736015,199387
Risperidone 12.5 MG/ML Injectable Suspension,19102185,402010
Risperidone 18.8 MG/ML Injectable Suspension,19102186,402011
Risperidone 2 MG Disintegrating Oral Tablet,19102163,401954
Risperidone 2 MG Oral Tablet,736053,312831
Risperidone 25 MG/ML Injectable Suspension,19102187,402012
Risperidone 3 MG Disintegrating Oral Tablet,736134,616698
Risperidone 3 MG Oral Tablet,736054,312832
Risperidone 4 MG Disintegrating Oral Tablet,19123471,616705
Risperidone 4 MG Oral Tablet,736055,314211
Risperidone 5 MG Oral Tablet,736017,249289
Risperidone 6 MG Oral Tablet,736014,153791
Risperidone 6.25 MG/ML Injectable Suspension,19126594,706822
Thioridazine 10 MG Delayed Release Oral Tablet,700398,315231
Thioridazine 10 MG Oral Tablet,700393,313354
Thioridazine 10 MG/ML Oral Solution,19010635,108878
Thioridazine 10 MG/ML Oral Suspension,19079743,313355
Thioridazine 100 MG Oral Tablet,19019856,198270
Thioridazine 100 MG/ML Oral Solution,700392,313353
Thioridazine 100 MG/ML Oral Suspension,19096096,346714
Thioridazine 15 MG Oral Tablet,700322,198271
Thioridazine 150 MG Oral Tablet,700323,198272
Thioridazine 2 MG/ML Oral Solution,700358,246229
Thioridazine 20 MG/ML Oral Solution,19010636,108879
Thioridazine 20 MG/ML Oral Suspension,700361,313352
Thioridazine 200 MG Extended Release Oral Tablet,700359,249141
Thioridazine 200 MG Oral Tablet,700324,198273
Thioridazine 25 MG Delayed Release Oral Tablet,700394,313356
Thioridazine 25 MG Oral Tablet,700325,198274
Thioridazine 25 MG/ML Oral Suspension,19096095,346713
Thioridazine 250 MG Oral Tablet,19107070,430331
Thioridazine 29.4 MG/ML Oral Solution,700357,243617
Thioridazine 30 MG Extended Release Oral Tablet,19061948,250023
Thioridazine 30 MG/ML Oral Solution,700396,313358
Thioridazine 30 MG/ML Oral Suspension,19105638,421898
Thioridazine 40 MG/ML Oral Solution,19106124,427184
Thioridazine 5 MG/ML Oral Solution,700464,392994
Thioridazine 5 MG/ML Oral Suspension,700395,313357
Thioridazine 50 MG Delayed Release Oral Tablet,700397,313359
Thioridazine 50 MG Oral Tablet,700326,198275
Tranylcypromine 10 MG / Trifluoperazine 1 MG Oral Tablet,19062898,250489
Tranylcypromine 10 MG / Trifluoperazine 2 MG Oral Tablet,19106284,427805
Tranylcypromine 20 MG / Trifluoperazine 2 MG Extended Release Oral Capsule,703543,251574
Tranylcypromine 20 MG / Trifluoperazine 2 MG Oral Capsule,19112274,452333
Tranylcypromine 5 MG / Trifluoperazine 0.5 MG Oral Tablet,19106283,427804
Trifluoperazine 0.2 MG/ML Oral Solution,19129071,756203
Trifluoperazine 1 MG Extended Release Oral Tablet,705043,313474
Trifluoperazine 1 MG Oral Tablet,704987,198322
Trifluoperazine 1 MG/ML Injectable Solution,705017,245382
Trifluoperazine 1 MG/ML Oral Solution,19059720,245380
Trifluoperazine 1 MG/ML Oral Suspension,19112676,483998
Trifluoperazine 10 MG Extended Release Oral Capsule,19004640,104763
Trifluoperazine 10 MG Oral Tablet,704988,198323
Trifluoperazine 10 MG/ML Oral Solution,705042,313473
Trifluoperazine 100 MG Oral Tablet,19107084,430393
Trifluoperazine 15 MG Extended Release Oral Capsule,19004661,104764
Trifluoperazine 15 MG Oral Capsule,19022350,199819
Trifluoperazine 2 MG Extended Release Oral Capsule,19004639,104762
Trifluoperazine 2 MG Oral Tablet,704989,198324
Trifluoperazine 2 MG/ML Injectable Solution,705044,314256
Trifluoperazine 20 MG Oral Tablet,705016,245381
Trifluoperazine 4 MG Rectal Suppository,19105532,421386
Trifluoperazine 5 MG Oral Tablet,704990,198325
ziprasidone 20 MG Oral Capsule,712643,314286
ziprasidone 20 MG/ML Injectable Solution,712648,351223
ziprasidone 40 MG Oral Capsule,712620,313776
ziprasidone 60 MG Oral Capsule,712621,313777
ziprasidone 80 MG Oral Capsule,712642,313778
